BPS_ID#;KECAMATAN NAME;2010_male;2010_female;2010_total;2015_male;2015_female;2015_total;2015_adult;poverty_rupiah;poverty_people;poverty_percent;electricty_percent
7406051;Poleang Utara;5365;5089;10454;6318;6274;12591;8263;246908;1342;10,66;79,75
7406040;Rarowatu;3235;2990;6225;3809;3687;7497;4920;246908;733;9,78;84,49
7406041;Rarowatu Utara;4338;3021;7359;5108;3725;8862;5815;246908;341;3,85;91,08
7406030;Rumbia;5407;5303;10710;6368;6539;12901;8466;246908;398;3,09;89,92
7406033;Rumbia Tengah;3207;3149;6356;3777;3883;7656;5024;246908;474;6,19;85,11
7406062;Tontonunu;2778;2473;5251;3272;3050;6325;4151;246908;969;15,32;26,4
7401110;Kapontori;6189;6430;12619;6465;6638;13103;7742;198183;4131;31,53;85,01
7401050;Lasalimu;5174;5116;10290;5407;4200;9608;5677;198183;5532;57,58;75,98
7401051;Lasalimu Selatan;6508;6307;12815;6799;6516;13315;7867;198183;5382;40,42;65,45
7401060;Pasarwajo;18377;18690;37067;19211;19333;38544;22774;198183;9507;24,67;99,22
7401052;Siontapina;6105;6062;12167;6366;6255;12620;7457;198183;8301;65,78;82,23
7401062;Wabula;2386;2603;4989;2649;2494;5143;3039;198183;1639;31,87;96,94
7401061;Wolowa;2535;2411;4946;2486;2682;5168;3054;198183;2108;40,79;58,64
7401080;Batauga;6956;7037;13993;7069;7381;14450;8610;-;#VALUE!;#VALUE!;93,33
7401071;Batu Atas;3759;4487;8246;4219;4406;8625;5140;-;#VALUE!;#VALUE!;48,73
7401082;Kadatua;3724;3979;7703;3908;4081;7989;4760;-;#VALUE!;#VALUE!;66,07
7401072;Lapandewa;3864;3908;7772;3925;4098;8023;4780;-;#VALUE!;#VALUE!;95,16
7401070;Sampolawa;9817;10304;20121;10195;10643;20838;12417;-;#VALUE!;#VALUE!;91,04
7401081;Siompu;4193;4560;8753;4451;4648;9098;5422;-;#VALUE!;#VALUE!;48,66
7401083;Siompu Barat;4012;4107;8119;4105;4286;8391;5000;-;#VALUE!;#VALUE!;77,04
7401120;Gu;7638;8198;15836;7962;8439;16401;9713;-;#VALUE!;#VALUE!;62,01
7401130;Lakudo;9546;10664;20210;9934;10961;20894;12374;-;#VALUE!;#VALUE!;98,89
7401140;Mawasangka;10509;11545;22054;10961;11896;22856;13536;-;#VALUE!;#VALUE!;75,91
7401142;Mawasangka Tengah;4388;4759;9147;4573;4901;9473;5610;-;#VALUE!;#VALUE!;43,89
7401141;Mawasangka Timur;2289;2550;4839;2384;2615;4998;2960;-;#VALUE!;#VALUE!;93,5
7401121;Sangia Wambulu;2372;2631;5003;2474;2709;5183;3070;-;#VALUE!;#VALUE!;96,18
7401151;Talaga Raya;4076;4947;9023;4236;5095;9331;5526;-;#VALUE!;#VALUE!;81,93
7409100;Bonegunu;3908;3819;7727;4227;4176;8403;5312;258425;1449;17,24;52,22
7409101;Kambowa;3160;3064;6224;3405;3362;6766;4278;258425;1429;21,12;64,54
7409120;Kulisusu;10296;10356;20652;11292;11357;22649;14320;258425;2636;11,64;75,91
7409121;Kulisusu Barat;2997;2826;5823;3185;3056;6241;3946;258425;1269;20,33;68,06
7409122;Kulisusu Utara;3961;3836;7797;4265;4125;8391;5305;258425;1276;15,21;86,41
7409110;Wakorumba;3207;3306;6513;3560;3666;7227;4569;258425;1420;19,65;37,43
7404031;Baula;5226;4900;10126;4684;4350;9034;5989;292370;718;7,95;95,2
7404072;IWOIMENDAA;;;;3196;3065;6261;4151;292370;1292;20,64;90,82
7404060;Kolaka;18334;17813;36147;16430;15818;32250;21381;292370;1446;4,48;99,88
7404061;Latambaga;13987;13571;27558;12535;12052;24588;16301;292370;2459;10;97,11
7404013;Polinggona;3466;3031;6497;3106;2692;5796;3843;292370;875;15,1;86,22
7404020;Pomalaa;14392;13807;28199;12899;12260;25160;16680;292370;2160;8,59;98,93
7404071;Samaturu;10665;10380;21045;9558;9217;18777;12448;292370;4538;24,17;71,16
7404011;Tanggetada;6903;6407;13310;6187;5689;11875;7873;292370;2201;18,53;72,59
7404012;Toari;4523;4402;8925;4054;3909;7963;5279;292370;2523;31,68;85,01
7404010;Watubangga;7374;6795;14169;6608;6034;12641;8381;292370;3125;24,72;85,74
7404070;Wolo;12321;11932;24253;7846;7530;15377;10194;292370;4337;28,2;93,47
7404030;Wundulako;9554;9034;18588;8562;8022;16584;10995;292370;1536;9,26;94,51
7411010;AERE;;;;7013;5951;12964;8674;291862;1912;14,75;61,93
7411040;DANGIA;;;;7680;7428;15108;10108;291862;1126;7,45;76,01
7404040;Ladongi;12120;11698;23818;13507;13387;26895;17995;291862;2181;8,11;89,23
7404051;Lalolae;1804;1738;3542;3005;2960;5966;3991;291862;1489;24,96;87,46
7404041;Lambandia;14788;13105;27893;16812;15756;32568;21791;291862;2798;8,59;79,27
7404052;Loea;3196;2978;6174;5326;5072;10399;6958;291862;1806;17,37;89,88
7404080;Mowewe;3813;3725;7538;6353;6345;12698;8496;291862;2106;16,59;78,01
7404042;Poli-Polia;5509;5097;10606;8939;8454;17393;11637;291862;2095;12,05;80,46
7404082;Tinondo;3700;3419;7119;6165;5825;11991;8023;291862;4024;33,56;43,61
7404050;Tirawuta;6378;6105;12483;10633;10399;21032;14072;291862;3255;15,48;83,53
7411120;UEESI;;;;1653;1443;3096;2071;291862;2760;89,15;33,48
7404081;Uluiwoi;3861;3381;7242;3955;3652;7608;5090;291862;2669;35,08;58,85
7408060;Batuputih;3757;3615;7372;4399;4250;8649;5836;356680;2306;26,66;51,64
7408021;Katoi;2987;2776;5763;3513;3281;6794;4584;356680;1202;17,69;92,58
7408030;Kodeoha;5418;5226;10644;5678;5502;11180;7543;356680;1418;12,68;82,16
7408011;Lambai;2769;2539;5308;2957;2993;5950;4014;356680;1058;17,78;96,26
7408020;Lasusua;11163;10593;21756;14449;13772;28221;19041;356680;2899;10,27;84,25
7408040;Ngapa;8981;8374;17355;11090;10387;21477;14491;356680;2040;9,5;52,91
7408050;Pakue;4794;4551;9345;5026;4795;9821;6626;356680;2150;21,89;81,04
7408052;Pakue Tengah;3102;3030;6132;4239;3898;8138;5491;356680;1948;23,94;78,9
7408051;Pakue Utara;3637;3329;6966;3206;3149;6355;4288;356680;1495;23,52;82,56
7408061;Porehu;3799;3137;6936;4237;3513;7752;5230;356680;1593;20,55;30,17
7408010;Ranteangin;2751;2550;5301;2970;2767;5737;3871;356680;863;15,04;88,1
7408031;Tiwu;2055;1987;4042;2168;2106;4275;2884;356680;807;18,88;78,86
7408062;Tolala;1384;1209;2593;1950;1710;3660;2469;356680;945;25,82;44,89
7408041;Watunohu;3156;3056;6212;3241;3154;6395;4315;356680;984;15,39;91,37
7408012;Wawo;2797;2818;5615;3155;2905;6061;4089;356680;1360;22,44;94,78
7403180;Abuki;7418;6989;14407;3762;3594;7356;4894;241617;1551;21,08;83,71
7403142;Amonggedo;4824;4458;9282;5275;4886;10161;6760;241617;1069;10,52;99,75
7403171;Anggaberi;3158;2992;6150;3453;3279;6731;4479;241617;698;10,37;91,49
7403104;ANGGALOMOARE;;;;2243;2184;4427;2946;241617;693;15,65;
7403183;Asinua;1306;1174;2480;1428;1287;2715;1807;241617;1152;42,43;41,98
7403102;Besulutu;3500;3259;6759;3828;3571;7399;4923;241617;2372;32,06;73,88
7403101;Bondoala;4201;3998;8199;2211;2195;4406;2932;241617;591;13,41;94,13
7403103;Kapoiala;2088;1975;4063;2283;2164;4447;2959;241617;1191;26,78;64,88
7403152;Konawe;4088;3947;8035;4470;4326;8796;5852;241617;937;10,65;88,33
7403091;Lalonggasumeeto;2352;2260;4612;2572;2476;5048;3359;241617;364;7,21;99,73
7403130;Lambuya;3355;3250;6605;3669;3561;7231;4811;241617;1520;21,02;74,76
7403181;Latoma;1260;1103;2363;1377;1209;2587;1721;241617;2211;85,47;67,65
7403151;Meluhu;2592;2396;4988;2834;2626;5461;3633;241617;690;12,64;91,4
7403105;MOROSI;;;;2383;2186;4569;3040;241617;1217;26,64;
7403133;Onembute;3059;2882;5941;3345;3159;6504;4327;241617;1124;17,28;81,28
7403184;PADANGGUNI;;;;4349;4065;8415;5598;241617;1618;19,23;
7403140;Pondidaha;5308;5129;10437;5804;5621;11425;7601;241617;1820;15,93;95,96
7403132;Puriala;3750;3655;7405;4101;4005;8106;5393;241617;1037;12,79;97,15
7403193;Routa;1036;856;1892;1133;938;2071;1378;241617;1390;67,12;87,45
7403100;Sampara;5955;5754;11709;4268;4122;8391;5582;241617;1537;18,32;94,31
7403090;Soropia;3917;3836;7753;4283;4204;8487;5647;241617;3465;40,83;95,31
7403182;Tongauna;8100;7351;15451;8857;8056;16914;11253;241617;1722;10,18;93,66
7403131;Uepai;6078;5741;11819;6646;6292;12938;8608;241617;1601;12,37;87,63
7403170;Unaaha;11242;11452;22694;12293;12551;24843;16529;241617;410;1,65;93,4
7403150;Wawotobi;10373;9804;20177;11342;10744;22087;14695;241617;2111;9,56;79,2
7403141;Wonggeduku;10228;9589;19817;6728;6255;12983;8638;241617;1944;14,97;91,82
7403143;WONGGEDUKU BARAT;;;;4456;4254;8710;5795;241617;1373;15,76;
7403072;Wawonii Barat;3228;3182;6410;3609;3644;7254;4622;240679;903;12,45;85,43
7403071;Wawonii Selatan;1644;1632;3276;1790;1791;3581;2282;240679;725;20,25;31,87
7403073;Wawonii Tengah;1509;1481;2990;1643;1625;3267;2082;240679;517;15,82;67,11
7403074;Wawonii Tenggara;2668;2636;5304;2810;2738;5548;3536;240679;1727;31,13;45,53
7403081;Wawonii Timur;1371;1443;2814;1493;1583;3076;1960;240679;416;13,52;99,01
7403083;Wawonii Timur Laut;1548;1535;3083;1685;1684;3369;2147;240679;342;10,15;94,99
7403082;Wawonii Utara;2485;2582;5067;2706;2833;5538;3529;240679;640;11,56;97,02
7405020;Andoolo;8426;7890;16316;5024;4873;9897;6451;181796;626;6,33;87,38
7405022;ANDOOLO BARAT;;;;7589;7157;14747;9612;181796;1100;7,46;
7405110;Angata;7655;7250;14905;8431;8177;16608;10825;181796;3266;19,67;98,44
7405032;Baito;3920;3642;7562;4317;4108;8426;5492;181796;1075;12,76;96,39
7405112;Basala;4235;3920;8155;4664;4422;9086;5922;181796;314;3,46;75,43
7405111;Benua;5095;4639;9734;5612;5232;10844;7068;181796;2497;23,03;75,75
7405021;Buke;6891;6345;13236;4255;4027;8283;5399;181796;1462;17,65;69,74
7405050;Kolono;6982;6620;13602;5274;5068;10342;6741;181796;1801;17,41;71,12
7405051;KOLONO TIMUR;;;;2416;2398;4815;3138;181796;993;20,62;
7405080;Konda;9262;8869;18131;10200;10004;20204;13169;181796;1761;8,72;72,22
7405041;Laeya;9668;9337;19005;10648;10531;21180;13804;181796;2777;13,11;89,03
7405040;Lainea;4512;4358;8870;4969;4915;9885;6443;181796;1145;11,58;82,02
7405011;Lalembuu;8031;7572;15603;8845;8541;17386;11332;181796;1474;8,48;98,42
7405100;Landono;5913;5557;11470;3830;3704;7534;4911;181796;616;8,18;99,15
7405060;Laonti;4833;4611;9444;5323;5201;10524;6859;181796;1647;15,65;54,09
7405070;Moramo;6695;6281;12976;7374;7084;14458;9424;181796;1607;11,11;84,5
7405071;Moramo Utara;3664;3510;7174;4035;3959;7994;5211;181796;1103;13,8;93,43
7405101;Mowila;5951;5237;11188;2683;2563;5246;3419;181796;1739;33,15;89,94
7405030;Palangga;6286;6001;12287;6923;6768;13691;8924;181796;903;6,6;95,41
7405031;Palangga Selatan;3145;2994;6139;3464;3377;6840;4458;181796;756;11,05;94,69
7405090;Ranomeeto;8343;7880;16223;9189;8888;18077;11782;181796;733;4,05;99,22
7405091;Ranomeeto Barat;3318;3199;6517;3654;3608;7263;4734;181796;561;7,72;97,62
7405102;SABULAKOA;;;;6554;5907;12462;8122;181796;978;7,85;
7405010;Tinanggea;10959;10361;21320;12069;11687;23756;15484;181796;2335;9,83;82,22
7405081;Wolasi;2417;2313;4730;2662;2609;5271;3435;181796;778;14,76;81,28
7410051;ANDOWIA;;;;2835;2653;5489;3600;216578;557;10,15;97
7410050;Asera;7172;6573;13745;3164;2883;6048;3966;216578;609;10,07;89,31
7410060;Langgikima;2243;1755;3998;2677;2111;4789;3141;216578;48;1;93,43
7410030;Lasolo;5306;5157;10463;5991;5872;11863;7780;216578;2160;18,21;98,05
7410020;Lembo;2281;2063;4344;2520;2300;4821;3162;216578;324;6,72;99,49
7410040;Molawe;2840;2572;5412;3229;2941;6170;4047;216578;782;12,67;71,45
7410011;MOTUI;;;;2017;1861;3877;2543;216578;406;10,47;73,75
7410052;OHEO;;;;2021;1874;3894;2554;216578;178;4,57;81,42
7410010;Sawa;3706;3399;7105;2159;1997;4156;2726;216578;432;10,39;99,47
7410070;Wiwirano;3432;3034;6466;3804;3391;7195;4719;216578;303;4,21;85,58
7472012;BATUPOARO;;;;14178;15063;29241;19706;274066;1782;6,09;99,99
7472010;Betoambari;8038;8245;16283;9066;9335;18401;12401;274066;2310;12,55;99,92
7472040;Bungi;3510;3586;7096;3960;4056;8016;5402;274066;1436;17,91;98,9
7472021;Kokalukuna;8297;8439;16736;9342;9555;18896;12735;274066;2234;11,82;81,72
7472041;Lea-Lea;3223;3407;6630;3630;3871;7501;5055;274066;1515;20,2;95,2
7472011;Murhum;21954;23196;45150;10584;11172;21756;14662;274066;737;3,39;99,19
7472030;Sorawolio;3557;3565;7122;3983;4028;8011;5399;274066;1885;23,53;98,86
7472020;Wolio;19072;18902;37974;21444;21345;42788;28837;274066;2370;5,54;100
7471021;Abeli;11477;10961;22438;13709;13135;26844;19662;270861;4212;15,69;98,95
7471011;Baruga;9731;9637;19368;11623;11550;23173;16973;270861;597;2,58;96,44
7471013;Kadia;19546;19698;39244;23347;23604;46950;34389;270861;872;1,86;100
7471022;Kambu;13714;13421;27135;16380;16083;32463;23778;270861;620;1,91;99,06
7471030;Kendari;12854;12703;25557;15352;15222;30574;22394;270861;3726;12,19;99,65
7471031;Kendari Barat;21528;21400;42928;25711;25644;51355;37615;270861;1478;2,88;96,34
7471010;Mandonga;18114;18049;36163;21635;21629;43264;31689;270861;1755;4,06;100
7471020;Poasia;12740;12237;24977;15217;14664;29881;21886;270861;1909;6,39;98,01
7471012;Puuwatu;14277;13472;27749;17053;16143;33197;24315;270861;2642;7,96;94,75
7471014;Wua-Wua;12420;11987;24407;14835;14364;29199;21387;270861;1440;4,93;97,57
7402073;Batalaiworu;6095;6545;12640;6541;7045;13586;8596;269838;855;6,29;98,88
7402112;Batukara;1079;1165;2244;1160;1259;2419;1530;269838;537;22,2;98,61
7402021;Bone;2448;2685;5133;2629;2898;5526;3497;269838;1595;28,86;87,79
7402072;Duruka;5457;5750;11207;5829;6163;11991;7587;269838;2690;22,43;95,87
7402031;Kabangka;4523;4625;9148;4870;5000;9870;6245;269838;1554;15,74;97,04
7402030;Kabawo;5777;6395;12172;6177;6864;13041;8251;269838;3566;27,34;85,55
7402070;Katobu;13559;14801;28360;14546;15927;30472;19280;269838;1103;3,62;99,97
7402032;Kontukowuna;1760;1976;3736;1880;2122;4002;2532;269838;1159;28,96;74,18
7402061;Kontunaga;3677;3942;7619;3931;4235;8166;5167;269838;2752;33,7;91,36
7402081;Lasalepa;4884;5121;10005;5232;5509;10741;6796;269838;2273;21,16;87,28
7402071;Lohia;6227;7055;13282;6671;7591;14260;9023;269838;4112;28,84;86,56
7402111;Maligano;2532;2576;5108;2723;2786;5509;3485;269838;1334;24,21;69,29
7402022;Marobo;2981;3135;6116;3180;3356;6536;4135;269838;3278;50,15;48,41
7402080;Napabalano;5310;5475;10785;5687;5879;11565;7317;269838;2466;21,32;88,21
7402020;Parigi;5200;5704;10904;5599;6167;11765;7444;269838;3803;32,32;79,14
7402092;Pasikolaga;1823;2033;3856;1960;2196;4156;2629;269838;1002;24,11;88,35
7402091;Pasir Putih;1928;2143;4071;2072;2313;4385;2775;269838;1119;25,52;74,67
7402010;Tongkuno;6908;7472;14380;7416;8060;15475;9792;269838;3123;20,18;89,38
7402011;Tongkuno Selatan;2455;2809;5264;2642;3034;5675;3591;269838;1405;24,76;87,63
7402083;Towea;2332;2390;4722;2498;2570;5068;3207;269838;1167;23,03;79,21
7402090;Wakorumba Selatan;2045;2164;4209;2185;2325;4510;2854;269838;1322;29,31;82,51
7402062;Watopute;5703;5981;11684;6109;6431;12540;7935;269838;2216;17,67;98,77
7402052;Barangka;2753;3225;5978;2964;3486;6449;4092;-;#VALUE!;#VALUE!;89,13
7402060;Kusambi;5169;5530;10699;5558;5966;11523;7311;-;#VALUE!;#VALUE!;86,95
7402050;Lawa;3435;3995;7430;3683;4299;7981;5064;-;#VALUE!;#VALUE!;71,37
7402041;Maginti;4106;4120;8226;4394;4427;8821;5596;-;#VALUE!;#VALUE!;83,34
7402082;Napano Kusambi;2345;2362;4707;2502;2527;5029;3191;-;#VALUE!;#VALUE!;94,49
7402051;Sawerigadi;3046;3238;6284;3265;3479;6743;4278;-;#VALUE!;#VALUE!;76,18
7402040;Tiworo Kepulauan;3134;3272;6406;3366;3521;6887;4370;-;#VALUE!;#VALUE!;84,53
7402043;Tiworo Selatan;2479;2351;4830;2659;2527;5186;3290;-;#VALUE!;#VALUE!;74,66
7402042;Tiworo Tengah;3283;3220;6503;3524;3461;6985;4432;-;#VALUE!;#VALUE!;84,88
7402044;Tiworo Utara;2412;2451;4863;2581;2630;5211;3306;-;#VALUE!;#VALUE!;78,96
7402053;Wadaga;2670;3036;5706;2864;3272;6135;3893;-;#VALUE!;#VALUE!;94,35
7407010;Binongko;4038;4347;8385;3944;4235;8179;5371;218939;1231;15,05;99,96
7407030;Kaledupa;4797;5202;9999;5048;5487;10535;6918;218939;3649;34,64;90,36
7407031;Kaledupa Selatan;2976;3668;6644;3206;3947;7152;4697;218939;894;12,5;92,66
7407011;Togo Binongko;2266;2435;4701;2193;2359;4552;2989;218939;1151;25,29;98,36
7407020;Tomia;3326;3581;6907;3382;3659;7040;4623;218939;80;1,14;89,74
7407021;Tomia Timur;4066;4394;8460;3737;4043;7780;5109;218939;266;3,42;91,73
7407040;Wangi-Wangi;11400;11962;23362;12213;12852;25065;16459;218939;921;3,67;97,65
7407050;Wangi-Wangi Selatan;11771;12766;24537;11765;12756;24520;16101;218939;7908;32,25;89,96
7101083;Bilalang;3121;2936;6057;2827;2666;5493;3937;257170;729;13,27;91,03
7101100;Bolaang;8905;8238;17143;8233;7632;15866;11373;257170;1838;11,58;99,64
7101101;Bolaang Timur;4847;4761;9608;4371;4302;8673;6217;257170;1503;17,33;100
7101026;DUMOGA;;;;8289;7655;15944;11429;257170;1934;12,13;96,88
7101021;Dumoga Barat;13848;12672;26520;13333;12227;25560;18321;257170;1993;7,8;98,46
7101024;DUMOGA TENGAH;;;;4118;3915;8033;5758;257170;521;6,49;99,78
7101025;DUMOGA TENGGARA;;;;3888;3442;7329;5254;257170;681;9,29;97,68
7101023;Dumoga Timur;16702;15429;32131;15514;14363;29877;21416;257170;1699;5,69;99,7
7101022;Dumoga Utara;11190;10220;21410;11481;10507;21988;15761;257170;199;0,91;99,82
7101110;Lolak;12942;11798;24740;12192;11138;23330;16723;257170;2551;10,93;98,57
7101060;Lolayan;12104;10970;23074;11742;10665;22407;16061;257170;2174;9,7;95,79
7101081;Passi Barat;7809;7142;14951;7232;6630;13861;9936;257170;1159;8,36;99,28
7101082;Passi Timur;5856;5405;11261;5356;4953;10309;7389;257170;488;4,73;99,77
7101090;Poigar;8810;8223;17033;7918;7407;15325;10985;257170;1298;8,47;97,66
7101120;Sangtombolang;4946;4610;9556;4645;4338;8983;6439;257170;1275;14,19;91,99
7110020;Bolaang Uki;10195;9435;19630;10268;9581;19849;13343;256141;2626;13,23;99,13
7110021;Helumo;;;;2813;2589;5402;3631;;;0;
7110030;Pinolosian;4771;4293;9064;4451;4039;8490;5707;256141;1044;12,3;95,05
7110040;Pinolosian Tengah;2733;2391;5124;2603;2296;4900;3294;256141;712;14,53;99,87
7110050;Pinolosian Timur;3574;3164;6738;3318;2961;6279;4221;256141;2075;33,05;90
7110010;Posigadan;8545;7900;16445;8926;8320;17245;11593;256141;2943;17,07;98,4
7111030;Kotabunan;5875;5128;11003;6219;5315;11534;8375;261715;963;8,35;96,45
7111040;Modayag;9625;8988;18613;10603;9978;20581;14945;261715;1280;6,22;97,19
7111050;Modayag Barat;5111;4768;9879;5336;5105;10440;7581;261715;362;3,47;97,45
7111010;Nuangan;6798;6137;12935;7312;6594;13905;10097;261715;1522;10,95;97
7111020;Tutuyan;5890;5334;11224;6385;5783;12168;8835;261715;603;4,96;99,51
7107020;Bintauna;6475;6179;12654;6306;6025;12332;8608;207328;753;6,11;99,56
7107040;Bolang Itang Barat;7228;6814;14042;7937;7494;15431;10771;207328;1631;10,57;87,41
7107030;Bolang Itang Timur;6571;6288;12859;7093;6797;13890;9696;207328;2117;15,24;97,63
7107050;Kaidipang;6285;6049;12334;7352;7086;14438;10078;207328;1080;7,48;88,88
7107060;Pinogaluman;5086;4812;9898;5294;5016;10310;7196;207328;845;8,2;99,78
7107010;Sangkub;4606;4300;8906;5097;4764;9861;6883;207328;954;9,67;90,24
7103110;Kendahe;3291;3172;6463;3214;3099;6313;4849;215355;764;12,1;97,83
7103102;Kepulauan Marore;744;627;1371;788;662;1451;1114;215355;80;5,51;85,56
7103080;Manganitu;6962;6942;13904;7213;7199;14412;11070;215355;1672;11,6;94,55
7103040;Manganitu Selatan;4982;4920;9902;4783;4726;9509;7304;215355;2377;25;72,36
7103101;Nusa Tabukan;1586;1333;2919;1580;1329;2909;2235;215355;390;13,41;88,76
7103060;Tabukan Selatan;3056;2804;5860;3100;2847;5947;4568;215355;1580;26,57;75,23
7103061;Tabukan Selatan Tengah;1378;1330;2708;1397;1350;2747;2110;215355;712;25,92;62,57
7103062;Tabukan Selatan Tenggara;1074;1033;2107;1090;1051;2141;1645;215355;920;42,97;58,15
7103070;Tabukan Tengah;5299;4998;10297;5197;4906;10102;7760;215355;2304;22,81;79,58
7103100;Tabukan Utara;9920;9532;19452;10032;9647;19678;15115;215355;2124;10,79;91,89
7103090;Tahuna;7880;8068;15948;8918;9138;18056;13869;215355;229;1,27;94,42
7103092;Tahuna Barat;2712;2731;5443;2941;2963;5904;4535;215355;255;4,32;98,42
7103091;Tahuna Timur;6150;6227;12377;6695;6783;13478;10353;215355;258;1,91;96,52
7103050;Tamako;6561;6430;12991;6422;6300;12722;9772;215355;1850;14,54;93,91
7103041;Tatoareng;2225;2133;4358;2090;2004;4094;3145;215355;352;8,6;95,59
7104040;Beo;2763;2758;5521;2882;2886;5769;3937;228813;436;7,56;98,22
7104042;Beo Selatan;1795;1680;3475;1781;1655;3436;2345;228813;1139;33,15;100
7104041;Beo Utara;1845;1764;3609;1899;1818;3717;2536;228813;482;12,97;98,03
7104011;Damau;2133;1994;4127;2194;2054;4248;2899;228813;123;2,9;92,81
7104060;Essang;1777;1620;3397;1809;1651;3460;2361;228813;431;12,46;81,47
7104061;Essang Selatan;1638;1560;3198;1700;1621;3321;2266;228813;385;11,59;97,69
7104070;Gemeh;2749;2721;5470;2712;2669;5381;3672;228813;1400;26,02;96,68
7104010;Kabaruan;2808;2664;5472;2940;2794;5735;3913;228813;303;5,28;92,84
7104022;Kalongan;1578;1482;3060;1695;1598;3293;2247;228813;236;7,17;99,59
7104020;Lirung;3224;2913;6137;3314;3000;6314;4309;228813;103;1,63;99,12
7104030;Melonguane;5417;5046;10463;7008;6555;13563;9255;228813;277;2,04;99,59
7104031;Melonguane Timur;1487;1477;2964;1580;1572;3152;2151;228813;174;5,52;96,11
7104081;Miangas;353;375;728;381;403;784;535;228813;31;3,95;100
7104023;Moronge;1766;1739;3505;1822;1797;3619;2469;228813;149;4,12;100
7104080;Nanusa;1690;1643;3333;1641;1604;3245;2214;228813;77;2,37;94,57
7104052;Pulutan;988;965;1953;1058;1035;2093;1428;228813;67;3,2;97,56
7104050;Rainis;2973;2986;5959;3057;3076;6133;4185;228813;928;15,13;99,34
7104021;Salibabu;2821;2745;5566;2845;2788;5634;3844;228813;713;12,66;100
7104051;Tampa Na'Mma;2863;2634;5497;3037;2788;5826;3975;228813;1467;25,18;94,45
7172030;Aertembaga;14719;13543;28262;13736;12643;26379;18688;321549;2375;9;99,11
7172012;Girian;14204;13658;27862;15551;14958;30509;21614;321549;1596;5,23;100
7172021;Lembeh Selatan;4694;4426;9120;4608;4347;8955;6344;321549;1291;14,42;95,25
7172022;Lembeh Utara;4340;4169;8509;3928;3775;7703;5457;321549;1395;18,11;86,99
7172010;Madidir;16788;16694;33482;17157;17064;34222;24244;321549;1701;4,97;99,78
7172031;Maesa;18665;17342;36007;18003;16733;34735;24608;321549;2777;7,99;99,94
7172011;Matuari;13860;13320;27180;22039;21187;43227;30623;321549;1504;3,48;100
7172040;Ranowulu;8731;8499;17230;10010;9748;19758;13997;321549;1490;7,54;98,39
7174030;Kotamobagu Barat;19130;18548;37678;21529;20895;42424;31287;255330;1583;3,73;100
7174010;Kotamobagu Selatan;14437;13593;28030;15836;15012;30848;22750;255330;2698;8,75;99,63
7174020;Kotamobagu Timur;13484;12871;26355;14867;14123;28991;21380;255330;1959;6,76;99,99
7174040;Kotamobagu Utara;7770;7626;15396;8524;8531;17055;12578;255330;711;4,17;99,96
7171053;Bunaken;10589;10239;20828;10503;10674;21177;16118;313597;2550;12,04;95,7
7171054;BUNAKEN KEPULAUAN;;;;3168;2987;6155;4685;313597;465;7,55;91,94
7171010;Malalayang;27512;27447;54959;28962;28201;57163;43508;313597;2453;4,29;99,31
7171040;Mapanget;26873;26321;53194;25991;26194;52185;39719;313597;3358;6,43;99,34
7171032;PAAL DUA;;;;21041;21008;42049;32004;313597;3601;8,56;100
7171020;Sario;11573;11625;23198;12352;12242;24594;18719;313597;274;1,11;100
7171051;Singkil;23625;23096;46721;24927;23196;48123;36628;313597;3293;6,84;99,93
7171031;Tikala;35391;34343;69734;14756;14648;29404;22380;313597;1377;4,68;100
7171052;Tuminting;26393;25696;52089;25865;25861;51726;39370;313597;3131;6,05;99,98
7171021;Wanea;28233;28729;56962;28000;28454;56455;42969;313597;2576;4,56;100
7171030;Wenang;16103;16693;32796;17924;18292;36216;27565;313597;884;2,44;100
7173022;Tomohon Barat;7236;6924;14160;7524;7203;14727;11282;313236;1493;10,14;99,95
7173010;Tomohon Selatan;10791;10271;21062;11629;11075;22704;17394;313236;1208;5,32;99,98
7173020;Tomohon Tengah;9732;10424;20156;10974;11761;22735;17417;313236;663;2,92;100
7173021;Tomohon Timur;5247;5022;10269;5551;5314;10865;8324;313236;782;7,2;100
7173030;Tomohon Utara;13173;12733;25906;14869;14381;29250;22408;313236;2624;8,97;100
7102888;Danau Tondano;;;;0;0;0;0;;;;
7102230;Eris;5071;4861;9932;5026;4828;9854;7569;234223;1798;18,25;99,01
7102999;Hutan;;;;0;0;0;0;;;;
7102210;Kakas;11001;10210;21211;6201;5729;11930;9164;234223;1066;8,94;94,7
7102211;KAKAS BARAT;;;;4995;4687;9682;7437;234223;2178;22,5;89,33
7102120;Kawangkoan;13317;12587;25904;5225;4893;10118;7772;234223;425;4,2;99,65
7102121;KAWANGKOAN BARAT;;;;4147;4028;8175;6279;234223;832;10,18;100
7102122;KAWANGKOAN UTARA;;;;4403;4091;8494;6525;234223;867;10,21;100
7102240;Kombi;5176;4859;10035;5099;4803;9902;7606;234223;956;9,65;99,89
7102092;Langowan Barat;7738;7405;15143;7855;7549;15404;11832;234223;1534;9,96;99,67
7102093;Langowan Selatan;3873;3584;7457;3934;3658;7592;5832;234223;692;9,11;94,07
7102091;Langowan Timur;6198;6022;12220;6376;6186;12563;9650;234223;587;4,67;99,98
7102094;Langowan Utara;4168;3822;7990;4284;3933;8217;6311;234223;266;3,24;99,5
